name,tempmax,tempmin,temp,precip,precipcover,windspeedmean,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunelevation
"Washington, DC",16.1,4.7,10.7,0,0,11.6,1029,36.7,16,151.9,13.1,9,10,62.8
"Washington, DC",19.3,9.1,14.1,0,0,18.6,1029.8,86.9,16,75,6.4,3,10,63.1
"Washington, DC",24.2,11.3,18,0,0,8.6,1028.9,64.1,16,167.7,14.6,9,10,63.4
"Washington, DC",24.9,11.5,18.1,0,0,8.8,1025.7,63.8,15.9,118.8,10.2,8,10,63.8
"Washington, DC",27.6,12.6,19,0,0,10.5,1020.5,46.4,16,150.4,12.9,8,10,64.1
"Washington, DC",21.6,12,15.9,0,0,13.8,1020.3,69.7,15.6,114.6,9.8,8,10,64.4
"Washington, DC",21.6,14.3,16.7,1.747,20.83,10.7,1017.4,95.9,13.4,44.5,3.8,2,10,64.8
"Washington, DC",16.6,8.2,12.6,0,0,22.2,1018.7,53.8,16,130.1,11.3,9,10,65.1
"Washington, DC",15.5,3.7,9.4,0,0,22.1,1021.9,49.6,16,130.5,11.3,10,10,65.4
"Washington, DC",18.8,6,12.5,0,0,10.4,1022.2,33.2,16,129.7,11.2,10,10,65.7
"Washington, DC",19.4,7.8,13.6,0,0,9,1021.1,63.1,16,117.5,10,7,10,66
"Washington, DC",18.9,11.9,14.6,3.336,8.33,9.3,1018.6,94.9,15.3,36.6,3.3,2,10,66.3
"Washington, DC",26.1,12.6,19.1,0,0,7.4,1015.8,47.4,16,78.7,7,10,10,66.6
"Washington, DC",23.2,14.2,17.7,0,0,14.2,1017.8,66.1,12.8,66,5.8,4,10,66.9
"Washington, DC",22.9,13.7,17.6,21.22,25,8,1014.8,92.6,13.7,61.3,5.2,4,30,67.2
"Washington, DC",19.2,14.7,17.1,0,0,11.1,1018.5,84.4,16,46.4,4,2,10,67.5
"Washington, DC",17.1,13.3,15.4,17.485,58.33,14.9,1010.1,98,14,10.2,1,0,10,67.8
"Washington, DC",12.7,8.3,11.1,35.362,87.5,26.6,1005.4,99.8,7.6,14.3,1.2,1,10,68
"Washington, DC",13.7,7,10.2,0.548,16.67,23.4,1017.5,93.1,14.7,51.2,4.6,2,10,68.3
"Washington, DC",21,6.5,13.9,0,0,12.9,1022.6,10.3,16,128.5,11.1,10,10,68.6
"Washington, DC",22.7,10.3,16.6,0,0,17,1025.5,34.1,16,126,11,10,10,68.8
"Washington, DC",22.7,11.2,17.5,0,0,14.2,1024.2,46.1,16,95.9,8.5,10,10,69.1
"Washington, DC",22.7,14.1,18.1,0.069,8.33,13,1023.6,84.7,15.9,45.8,4,2,10,69.3
"Washington, DC",23.7,17.7,19.7,3.648,16.67,12.1,1021.7,96,13.8,38.8,3.3,1,30,69.6
"Washington, DC",21.5,18.7,20.1,0.102,16.67,7.4,1016.9,99.2,14.4,28.8,2.4,1,30,69.8
"Washington, DC",27.2,17.7,20.8,1.093,8.33,9.3,1012.2,86.6,10.1,89.6,7.5,9,30,70.1
"Washington, DC",27,18.2,20.5,6.297,25,11.5,1006.9,72.4,15,44.6,3.9,4,60,70.3
"Washington, DC",28.7,13.7,21.8,2.453,4.17,16.4,1011.1,21,16,199.6,17.3,9,10,70.5
"Washington, DC",23.3,14.1,18.9,0,0,11.1,1015.4,57.1,16,88.5,7.6,9,10,70.7
"Washington, DC",29.8,16,22.4,1.066,12.5,11,1007.9,77,16,44.4,3.8,2,30,71
"Washington, DC",31.2,19.1,25.5,0,0,10.5,1011,75.2,16,89,7.9,7,75,71.2
"Washington, DC",33.2,23.7,28.4,0,0,13.7,1016.1,62.2,16,67.3,5.7,5,100,71.4
"Washington, DC",31.2,21.6,25.5,40.494,20.83,18.6,1017.3,63,14.6,81.2,7,9,60,71.6
"Washington, DC",23.7,17.2,20.2,0,0,16.1,1022.2,84.8,16,61.2,5.3,7,10,71.8
"Washington, DC",17.7,14.9,16.3,8.268,54.17,16,1023.7,97,13.6,25.7,2.4,1,10,71.9
"Washington, DC",21.6,14.1,18.1,0,0,15.3,1026.4,90.5,16,62.8,5.4,2,10,72.1
"Washington, DC",22.2,16,19.2,0,0,8.9,1023.1,99.9,16,38.7,3.2,1,10,72.3
"Washington, DC",26.1,18.8,21.5,8.5,25,15.2,1012,96,15.4,26.7,2.2,1,30,72.5
"Washington, DC",26,17.7,21.7,0.6,8.33,13,1010.1,63.9,16,65.1,5.8,5,10,72.6
"Washington, DC",27.8,17.4,23,0,0,7.2,1017.4,52.3,16,76.4,6.6,10,10,72.8
"Washington, DC",30.7,19.5,25.1,0,0,12.7,1019.3,41.8,16,72.8,6.3,9,60,72.9
"Washington, DC",34.9,21.9,28.3,0,0,9.4,1016.8,51,15.9,88.6,7.6,9,60,73
"Washington, DC",34.2,24.1,29.3,0,0,10.9,1012.6,63.7,16,71.2,6.1,9,75,73.2
"Washington, DC",31.1,22.1,25.1,10.33,33.33,10.2,1007.6,63.4,13.7,94.7,8.1,8,60,73.3
"Washington, DC",26.6,19.3,22.9,1.811,8.33,15,1009.8,68.7,16,73.3,6.3,5,30,73.4
"Washington, DC",29.2,16.7,23.6,0,0,9.8,1012.7,38.5,16,83.2,7.2,10,10,73.5
"Washington, DC",26.5,17.9,21.9,0,0,13.4,1014.9,37.9,16,93.5,8,10,10,73.6
"Washington, DC",27.1,16.1,22,0,0,11.8,1017.2,41.1,16,89.7,7.8,10,10,73.7
"Washington, DC",26.6,17.6,22,4.03,25,14.2,1015.2,87.9,15.1,39.5,3.4,2,30,73.8
"Washington, DC",30.5,20.8,25,1.125,12.5,9.3,1011.5,72.8,15.9,80.6,7,8,60,73.9
"Washington, DC",28.2,21,24.6,1.622,16.67,18.9,1007.4,70.9,16,89,7.5,10,30,74
"Washington, DC",27.6,16.4,22.4,0,0,10,1012.6,65.2,16,81.1,7,10,10,74.1
"Washington, DC",23,18.8,20.5,1.893,33.33,8.3,1014,93.3,15.6,20.8,1.9,1,10,74.1
"Washington, DC",26.7,19.1,22.4,0.243,25,11.2,1013.4,70.9,15.9,50.8,4.4,5,30,74.2
"Washington, DC",33.2,22.1,27.3,0.459,12.5,8,1013.3,69.1,15.9,77.9,6.7,8,60,74.2
"Washington, DC",28.7,23.8,25.9,0.891,4.17,10.7,1012.8,86,15.1,39.8,3.6,2,60,74.3
"Washington, DC",31.5,20.8,26.6,0,0,9.7,1017.4,52.3,15.7,75.3,6.4,9,5,74.3
"Washington, DC",28.8,23.2,25.8,0.018,4.17,18.7,1018,88,16,68.3,5.6,9,30,74.4
"Washington, DC",36.5,22.6,29.4,0,0,17,1008.9,61.4,16,44.7,4,2,75,74.4
"Washington, DC",26,21.1,23.5,0,0,24.6,1010.3,28.7,16,46.8,4.2,1,10,74.4
"Washington, DC",26.6,15.5,21.2,0,0,23.1,1018.1,29,15.9,78.1,6.8,10,10,74.4
"Washington, DC",28.2,15.1,22.4,0,0,12.1,1021.8,61.5,16,82,7.1,10,10,74.4
"Washington, DC",28.7,18.9,23.9,0,0,11.1,1020.3,84.8,16,46.9,3.9,2,10,74.4
"Washington, DC",32,21.4,24.7,12.738,33.33,10.1,1013.4,75.5,14.7,69,5.9,8,30,74.4
"Washington, DC",22.1,19,20.5,22.84,50,9.1,1013.3,94.2,13.6,24.2,2,1,10,74.4
"Washington, DC",27.1,14.7,22,0,0,5.8,1017.3,36.5,14.6,51.1,4.4,2,30,74.3
"Washington, DC",30.6,20.2,25.3,0,0,12.4,1019.9,49.2,15.9,74.2,6.2,10,30,74.3
"Washington, DC",31.1,22,26.4,0,0,18.1,1018.7,62.1,15.9,76.7,6.7,9,30,74.3
"Washington, DC",27.7,23.2,25.1,5.69,12.5,14.9,1015.7,77.8,15.4,42.2,3.4,2,30,74.2
"Washington, DC",27.1,17.8,23.1,0,0,12,1021.7,47.5,16,73,6.3,9,10,74.2
"Washington, DC",29.3,18.4,24.4,0,0,13.1,1023.3,46.5,16,76.4,6.7,10,10,74.1
"Washington, DC",31.6,22.4,27.2,0,0,9.3,1022.2,28.2,16,76.1,6.3,10,30,74.1
"Washington, DC",32.2,23.1,27.9,0,0,16.3,1017.9,58.6,16,63.5,5.4,9,100,74
"Washington, DC",31.6,24.2,28,0,0,16.6,1014.2,82.6,16,75.7,6.1,9,100,73.9
"Washington, DC",31,23.7,26.4,12.33,16.67,9.7,1016.8,67.6,15.4,43.4,3.5,2,60,73.8
"Washington, DC",30.9,21.3,26.1,0,0,8.9,1021,40.7,16,81.7,6.8,10,10,73.7
"Washington, DC",29.8,22.4,26.1,2.651,8.33,16.6,1016.1,82.6,15.6,36,3.2,1,100,73.6
"Washington, DC",33.7,23.7,28.9,0,0,10.7,1012,74.7,16,49.5,4.4,2,30,73.5
"Washington, DC",27.1,23.3,25.4,0.43,12.5,12.2,1014,89.9,15.7,30.9,2.4,1,10,73.4
"Washington, DC",30.5,21.9,26.2,0,0,9.2,1016,85,15.9,52.8,4.6,3,30,73.3
"Washington, DC",25.9,21.5,22.6,55.072,54.17,15.7,1016.1,98.3,12.8,13.4,1,0,10,73.2
"Washington, DC",27.1,21.5,24.1,0,0,10.4,1017.3,80,16,57.4,4.9,3,10,73
"Washington, DC",28.3,19.5,24,0,0,9.4,1014.7,17.6,16,76.9,6.5,10,10,72.9
"Washington, DC",32.8,21.1,25.3,10.193,16.67,17.4,1010.3,34.6,16,99.3,8.4,9,60,72.8
"Washington, DC",32.1,21.6,26.8,0,0,10,1012.5,81,16,79.3,6.8,9,75,72.6
"Washington, DC",31,21.7,26.6,0,0,10.7,1015.9,56.9,16,66.8,5.8,9,30,72.5
"Washington, DC",31.9,22.6,27.1,0,0,7.1,1019.3,53.4,16,70.9,6,9,30,72.3
"Washington, DC",30.5,22.1,25.4,32.992,20.83,10.7,1018.2,79.8,15.1,40.2,3.4,2,75,72.1
"Washington, DC",29.9,22.6,25.7,0.373,20.83,7.5,1016.3,82.2,15.9,38.8,3.2,1,75,72
"Washington, DC",32.8,24.2,27.5,0,0,15.7,1012.4,84.5,15.9,44.8,3.8,3,75,71.8
"Washington, DC",32.1,24.9,28.4,0,0,9.3,1011.4,65.9,15.9,77.2,6.6,9,30,71.6
"Washington, DC",32.8,23.7,28.6,0,0,11.7,1009.5,19.8,16,68.2,5.9,9,75,71.4
"Washington, DC",34.2,26.6,29.5,1.345,4.17,13.8,1006.7,68.9,15.5,55.6,4.9,5,75,71.2
"Washington, DC",34.2,24.7,29.6,0,0,12,1013,54.5,16,266.2,22.8,9,30,71
"Washington, DC",34.9,25.3,29.8,0,0,11.6,1017,48.5,16,98.5,8.3,9,60,70.8
"Washington, DC",34.3,24.4,29.1,0,0,11.4,1016.8,70.8,15.7,92.4,7.9,8,75,70.6
"Washington, DC",32.1,24.8,28,3.059,4.17,16.3,1013.9,84,16,44.3,3.8,2,100,70.4
"Washington, DC",26.1,23.8,25.1,0,0,7.3,1016.3,92.5,16,19.8,1.6,1,30,70.2
"Washington, DC",30.6,23.6,27.2,0,0,8.2,1014.1,87,16,65.8,5.6,7,60,70
"Washington, DC",33.2,23.7,28.4,4.925,12.5,11.3,1012,78.3,16,44.2,3.8,2,60,69.7
"Washington, DC",31.5,23,26.3,0,0,6.7,1013.6,75.1,16,28.1,2.4,1,60,69.5
"Washington, DC",30.6,22.8,26.7,0.454,4.17,10.8,1018.9,78.7,16,77.9,6.8,9,10,69.3
"Washington, DC",29.3,22.1,25,11.55,25,7.8,1020.9,82.2,15.3,30.6,2.5,2,10,69
"Washington, DC",31.5,22.7,26.2,0,0,9.4,1014.7,79.3,15.9,71.5,6.2,9,30,68.8
"Washington, DC",33.2,23.7,28.5,12.079,12.5,12,1012,56.1,16,78,6.7,9,30,68.5
"Washington, DC",32.8,23.5,28.3,0,0,9.8,1015.9,24.3,16,96,8.5,9,30,68.3
"Washington, DC",34.4,23.7,28,14.391,25,13.9,1017.9,40.2,14.9,78,6.6,9,60,68
"Washington, DC",32.7,23.1,26.1,4.009,25,7.5,1021.2,76.6,15.8,64.1,5.4,8,100,67.7
"Washington, DC",31.1,23.1,26.8,0,0,16.1,1023,82.2,16,69,5.9,10,60,67.5
"Washington, DC",31.7,24.2,27.9,0,0,17.1,1021.8,67.4,16,82.6,7.3,9,60,67.2
"Washington, DC",33.3,25.4,28.5,0,0,14.6,1017.2,41.4,16,71.7,6.2,9,100,66.9
"Washington, DC",35.4,24.8,29.9,0.094,4.17,12.8,1015.2,46.8,16,63.8,5.6,9,60,66.6
"Washington, DC",32.7,23.2,27.4,13.657,25,8.7,1017,77.6,14.8,71.3,6.2,8,60,66.3
"Washington, DC",30.5,22.8,26.3,0,0,13.3,1014.6,76.4,16,84,7.2,8,10,66.1
"Washington, DC",28.7,21.3,25.1,0.051,12.5,16.5,1016.4,58.9,16,44.7,3.9,4,10,65.8
"Washington, DC",28.6,17.4,23.3,0,0,10.2,1019.6,28,16,73.7,6.2,10,10,65.5
"Washington, DC",28.2,20.9,23.6,0.747,20.83,10.8,1017.4,85.4,15.9,55.9,4.9,7,10,65.2
"Washington, DC",24.3,19.9,21.8,2.727,20.83,9,1015.3,93.5,15.7,39.1,3.5,4,10,64.9
"Washington, DC",27.7,19.3,23.5,0,0,13.7,1015.5,60.6,16,84.2,7.1,9,10,64.6
"Washington, DC",29.2,18.5,23,0.556,12.5,7,1016,63.3,16,54.5,4.8,3,30,64.2
"Washington, DC",30.4,18,24.1,0,0,9.7,1015.1,18.3,16,55.3,4.7,3,10,63.9
"Washington, DC",30.6,21.3,25.8,0,0,11.3,1018.1,46.8,16,56.4,4.7,5,30,63.6
"Washington, DC",31.5,21.8,26.3,0,0,10.4,1020.5,59.1,16,85.3,7.4,9,30,63.3
"Washington, DC",27.1,22.5,24.5,2.031,12.5,11.6,1018.3,66.3,15.9,21.2,1.8,1,60,63
"Washington, DC",29.3,22.7,25.2,0.713,4.17,10.7,1012.2,86.1,16,71.8,6.1,9,75,62.6
"Washington, DC",31.5,22.6,26.4,0,0,12.7,1011.8,36.1,16,72.1,6.3,9,30,62.3
"Washington, DC",31.7,21,26.5,0,0,9.7,1016,25.5,16,79.4,6.8,8,10,62
"Washington, DC",31.7,19.9,26.7,0,0,8.4,1017.6,71,16,40.7,3.4,3,60,61.6
"Washington, DC",33.7,23.2,27.9,0,0,11.2,1014.7,49.9,15.3,60.9,5.4,8,60,61.3
"Washington, DC",32.7,23.2,27.5,0,0,8.3,1015.6,60.4,16,64.3,5.6,5,60,60.9
"Washington, DC",32.7,23.1,27.7,0,0,8.3,1018.5,55.2,15.9,195.5,16.7,9,75,60.6
"Washington, DC",33.2,23.6,28,0,0,12.3,1018.8,46.8,16,218.6,19,9,60,60.2
"Washington, DC",34.3,23.3,27,3.546,8.33,15.5,1012.6,53.1,15.6,177.8,15.3,8,60,59.9
"Washington, DC",29.9,21.1,25.5,0,0,13.7,1012.6,34.2,15.9,174.3,15.1,9,10,59.5
"Washington, DC",32.1,18.6,26,0,0,9.5,1016.1,19,16,271.4,23.7,9,10,59.2
"Washington, DC",31,20.9,25.7,0,0,11.5,1021.6,51.4,16,252.4,21.8,9,10,58.8
"Washington, DC",31.6,21.5,26,0,0,9.4,1023.3,72.6,16,164.5,14.1,8,30,58.4
"Washington, DC",32.1,22,26.6,0,0,12.7,1019.9,68.1,15.9,220.6,19.2,10,30,58.1
"Washington, DC",30.6,23.2,26.2,2.165,4.17,13.9,1017.8,87.8,15.9,145.2,12.6,9,30,57.7
"Washington, DC",29.9,22.8,25.3,17.145,33.33,14.2,1013.9,88.5,14,151.3,13.1,8,30,57.3
"Washington, DC",24.9,21.6,22.8,0.358,20.83,15,1014.3,94.1,15.3,92.5,8,5,10,57
"Washington, DC",27.1,21,23.1,0,0,10.2,1013.3,84.9,16,132.4,11.4,6,10,56.6
"Washington, DC",28.3,18.5,23.3,0,0,9.5,1017.1,18.7,16,225.4,19.5,9,10,56.2
"Washington, DC",27.7,18.1,23.1,0,0,7.3,1022.9,74.3,15.9,124,10.8,5,10,55.9
"Washington, DC",27.2,22.1,24.1,15.664,33.33,9.8,1018,94.4,14,62.7,5.3,4,60,55.5
"Washington, DC",28.8,22.8,24.8,2.519,8.33,7.9,1010.5,94.3,15.6,92.2,8.1,8,60,55.1
"Washington, DC",27.8,21.6,24.1,0.137,12.5,13.4,1009.9,71.6,16,169.8,14.6,8,10,54.7
"Washington, DC",26.6,16.1,21.8,0,0,13.1,1016.9,35.5,16,215.2,18.6,8,10,54.3
"Washington, DC",27.7,18.7,22.4,0,0,13.9,1021.3,30,16,195.5,16.8,8,10,54
"Washington, DC",27.1,14.8,21.1,0,0,6.4,1022.8,10.8,15.9,207.4,17.9,7,10,53.6
"Washington, DC",27.8,17.6,22.1,0,0,7.1,1023.3,34.5,14.5,221.9,19.1,7,10,53.2
"Washington, DC",28.3,17.7,22.9,0,0,11.4,1019.5,29.4,16,215.7,18.5,8,10,52.8
"Washington, DC",31.1,19.8,24.8,0,0,12.5,1014.8,42.7,16,144.6,12.4,6,10,52.4
"Washington, DC",29.3,20.4,24.9,0,0,11.4,1014.3,46.9,16,228.5,19.7,8,10,52
"Washington, DC",29.9,18.4,24,0,0,9,1014.1,60.7,16,206,17.9,7,10,51.6
"Washington, DC",26.7,17.2,22.9,0.947,8.33,18.4,1007.2,71.3,15.7,84.2,7.2,5,10,51.3
"Washington, DC",21.1,12.2,16.4,0,0,21.4,1016.9,23.4,16,238.2,20.7,8,10,50.9
"Washington, DC",20.6,11.5,16.3,0,0,9.5,1018.3,62.1,16,143.8,12.4,7,10,50.5
"Washington, DC",26.7,15.5,20,0.353,4.17,12,1007.7,76.6,16,93.6,8.1,8,30,50.1
"Washington, DC",26.1,16,20.7,0,0,12.3,1007.7,55.6,16,150.8,12.9,8,10,49.7
"Washington, DC",23.2,15.6,19.1,0,0,13.3,1013.6,65.3,16,182.2,15.7,7,10,49.3
"Washington, DC",21.6,11,16.3,0,0,15.2,1022.1,39.8,16,191.9,16.6,8,10,48.9
"Washington, DC",21.6,12.7,16.9,0,0,19.4,1027.1,66.4,16,206.4,17.7,8,10,48.5
"Washington, DC",16.6,13.2,14.7,2.887,29.17,23.5,1022.3,92.1,15.7,42.6,3.8,2,10,48.1
"Washington, DC",17.8,13.3,15.5,14.051,58.33,23.4,1011.9,100,12.2,24.9,2.1,1,10,47.8
"Washington, DC",16.7,12.1,14.7,12.23,83.33,22.6,1015.6,99.7,8.7,19,1.6,1,10,47.4
"Washington, DC",13.3,9.2,10.4,11.588,66.67,25.7,1022.3,96,15.1,68.3,5.9,3,10,47
"Washington, DC",12.1,9.3,10.5,4.581,58.33,23.6,1017.1,99.2,15.4,44.4,3.9,2,10,46.6
"Washington, DC",19.6,10.6,14.2,3.828,37.5,17.7,1014.4,91.7,13.7,79.9,6.8,4,10,46.2
"Washington, DC",25.6,12.7,18.2,0,0,7.4,1016.2,42,16,193.2,16.8,7,10,45.8
"Washington, DC",27.1,12.1,19,0,0,11.5,1016.9,42.1,15.8,178.2,15.5,7,10,45.4
"Washington, DC",16.6,9.7,13.1,0,0,18.4,1023.6,50.4,16,105.6,8.9,5,10,45.1
"Washington, DC",18.3,5.5,12.2,0,0,8.8,1023.8,6.4,16,175.1,15.2,7,10,44.7
"Washington, DC",21.6,7.6,14,0,0,7.5,1024.5,4.4,16,179.6,15.4,7,10,44.3
"Washington, DC",22.8,8.6,15.1,0,0,9.2,1027,11.4,16,174.7,14.9,7,10,43.9
"Washington, DC",21.2,10.4,16.3,0,0,13.1,1022.1,77.9,16,161.5,12.2,6,10,43.5
"Washington, DC",21.1,15.6,18.5,9.675,45.83,15.5,1009.9,96.8,14,38.2,3.3,3,30,43.2
"Washington, DC",20,13.3,15.6,2.299,16.67,9.8,1013.5,57,15.6,163.8,14.1,7,10,42.8
"Washington, DC",24.3,9.7,16.2,0,0,10.4,1015.6,11.9,16,161.4,13.8,7,10,42.4
"Washington, DC",21.2,12.7,16.3,0.347,4.17,7.5,1014.5,60.6,16,145,12.5,7,10,42.1
"Washington, DC",21.7,12.1,16.5,1.167,12.5,16.9,1006,92.3,16,116.1,10.1,6,10,41.7
"Washington, DC",12.8,7.1,10.2,0,0,18,1007.8,54.8,16,138.1,11.9,8,10,41.3
"Washington, DC",14.9,3.6,9,0,0,14.1,1012.6,58,16,110.2,9.6,7,10,41
"Washington, DC",16.7,4.1,10.2,0,0,15,1016.4,33.3,16,149.2,13.1,7,10,40.6
"Washington, DC",19.3,5.9,12.5,0,0,3.9,1020,33,16,163.9,14.1,6,10,40.2
"Washington, DC",21.1,7.6,13.6,0,0,4.9,1023.7,41,15.8,163,14.2,6,10,39.9
"Washington, DC",19.2,8.7,13.8,4.813,25,13.7,1023.6,94.6,15.2,68.1,6,3,10,39.5
"Washington, DC",18.4,13.8,15.7,0.294,8.33,13.4,1021,94.8,15.3,69.8,6.1,4,10,39.2
"Washington, DC",17.8,15.6,16.4,0,0,3.9,1018,100,10.5,36.8,3.3,2,10,38.8
"Washington, DC",19.9,14.9,16.6,0.964,12.5,11,1011.4,88.2,14.5,74.4,6.4,5,10,38.5
"Washington, DC",19.3,12,14.9,0,0,18.6,1021.1,22,16,142.5,12.4,6,10,38.2
"Washington, DC",15.6,8.1,11.7,0,0,16.2,1030.7,62,16,89.8,7.6,4,10,37.8
"Washington, DC",17.1,7.7,12,0,0,9.2,1030.6,25.1,16,152.3,13.1,6,10,37.5
"Washington, DC",17.8,4.8,11,0,0,3.9,1024.2,50.4,16,135.4,11.7,6,10,37.2
"Washington, DC",19.3,12,15.4,4.122,33.33,8.4,1017.8,94.5,14.8,61.5,5.4,4,10,36.8
"Washington, DC",23.8,14.3,18,0.02,4.17,9.4,1018.1,69.6,11.3,96.3,8.3,6,10,36.5
"Washington, DC",20.6,12.8,16.4,0,0,8.4,1025.8,63.5,16,110.7,9.5,6,10,36.2
"Washington, DC",22,11,15.7,0,0,4.7,1027.8,51.5,16,139.9,12.2,6,10,35.9
"Washington, DC",23.3,11.5,16.4,0,0,5,1026.8,72.4,13.4,128,11,5,10,35.6
"Washington, DC",25.6,16.6,20.7,0,0,16.3,1022.1,71.5,15.7,118.6,10.3,5,10,35.3
"Washington, DC",24.4,18.9,21.4,0.596,12.5,14.9,1021.4,87.2,15.6,45,4,2,10,35
"Washington, DC",26.6,16.6,21.6,0,0,14.1,1024.3,40.7,16,112.9,9.9,6,10,34.7
"Washington, DC",16.6,9.3,13.1,0,0,20.9,1033.8,44.9,16,132.4,11.6,6,10,34.4
"Washington, DC",16,6.9,10.9,0,0,11,1035.6,12.9,16,138.9,12.1,6,10,34.1
"Washington, DC",20.6,8.6,14.8,0,0,6.7,1027.6,72.9,15.9,104.1,9,5,10,33.8
"Washington, DC",22.8,16.1,19.6,13.039,50,16.3,1010.7,99.2,14.3,18.9,1.5,1,10,33.6
"Washington, DC",21.7,13.8,19.7,4.042,20.83,13.8,1005.4,72.4,15.7,118.9,10.4,7,10,33.3
"Washington, DC",12.1,5.6,8.4,0.66,4.17,26.2,1018,77.9,16,116.8,10,7,10,33
"Washington, DC",9.9,2.7,6.3,0,0,10.9,1028.2,34.8,16,127.7,11,5,10,32.8
"Washington, DC",6.7,2,4.6,28.602,45.83,14.5,1026.4,87.9,12.8,23.7,2,1,10,32.5
"Washington, DC",11.6,3.9,7.3,0.012,4.17,17.4,1017.3,88.9,15.3,85.8,7.5,4,10,32.3
"Washington, DC",7.1,2.7,5,0,0,19.2,1019.8,58.5,16,101.2,8.6,5,10,32
"Washington, DC",9.3,-0.8,4.5,0,0,15.4,1022.6,44.4,16,118.5,10.2,5,10,31.8
"Washington, DC",8.3,-0.1,3.8,0,0,11.2,1023,51.3,16,113.9,9.9,5,10,31.6
"Washington, DC",4.3,-0.9,2.1,0,0,19.9,1025,20.3,16,123.8,10.8,5,10,31.3
"Washington, DC",9.3,-3.4,3.1,0,0,10.3,1030.5,1.1,16,125.3,10.9,5,10,31.1
"Washington, DC",14.3,-0.2,6.5,0,0,5.9,1027.4,9.6,16,119.7,10.3,5,10,30.9
"Washington, DC",16.6,0.9,7.7,0,0,5.2,1025.2,6.4,15.8,122.7,10.6,5,10,30.7
"Washington, DC",15.7,1.1,7.7,0,0,6.8,1026.9,39.8,15.7,107.7,9.3,5,10,30.5
"Washington, DC",17.1,7.1,10.7,3.772,25,13.2,1016.4,63,15.8,64.8,5.6,5,10,30.3
"Washington, DC",16.1,3.8,9.4,0,0,9,1019.8,32.8,16,115.3,10.1,5,10,30.1
"Washington, DC",14.4,7.8,10.7,6.082,29.17,10.5,1006.5,91.9,13.3,12.6,1,1,10,29.9
"Washington, DC",12.8,8.2,10.8,0,0,16.9,1010.1,80.2,15.8,50.7,4.5,5,10,29.8
"Washington, DC",11.1,2.7,7.3,0,0,7.7,1023.8,77.2,16,66.9,5.8,4,10,29.6
"Washington, DC",15,6.6,10.3,7.879,33.33,18.7,1014.9,78.4,14.7,16.1,1.3,1,10,29.4
"Washington, DC",7.8,2.8,5.1,0,0,16.6,1028.4,36.2,16,109.8,9.6,5,10,29.3
"Washington, DC",10,-1.4,5,0,0,10.2,1032.6,61.5,16,90.5,7.9,5,10,29.1
"Washington, DC",16.6,9.3,12.5,7.753,25,21.3,1022.1,87.5,15.5,39.7,3.4,4,10,29
"Washington, DC",8.3,1.5,5.2,0,0,11.4,1024.6,35.4,16,100.2,8.5,5,10,28.8
"Washington, DC",10,-0.8,4.3,0,0,5.5,1024.3,50.4,15.9,97.6,8.3,4,10,28.7
"Washington, DC",10,3.6,7,4.342,37.5,7.5,1024,98.6,10.5,14.6,1.3,1,10,28.6
"Washington, DC",13.9,10,12,1.299,12.5,7.4,1022,99.6,11.4,22.5,2,1,10,28.5
"Washington, DC",14.9,6.7,10.8,0,0,11.6,1024.5,88.3,13.2,78.1,6.8,6,10,28.4
"Washington, DC",9.9,3.6,6.9,0,0,10.3,1025.7,23,16,108.1,9.3,5,10,28.3
"Washington, DC",7.1,0.6,4.3,0,0,8.6,1027,63.8,16,37.7,3.2,1,10,28.2
"Washington, DC",8.8,4.8,6.4,0,0,6,1022.3,83.5,14.8,29,2.6,1,10,28.1
"Washington, DC",6.6,3.6,5.8,0,0,19.1,1022.9,91.9,16,26.7,2.5,1,10,28
"Washington, DC",7.1,0.4,3.1,0,0,12.5,1026.6,46.6,16,107.5,9.2,5,10,28
"Washington, DC",6.1,-2.3,2.3,0,0,8.2,1023.1,76,16,71,6.1,3,10,27.9
"Washington, DC",8.8,1.6,4.3,42.626,91.67,14.4,1015.4,99.9,7.9,7.7,0.6,0,10,27.8
"Washington, DC",11.1,4.9,7.2,0.179,16.67,18.6,1007.3,70.5,14.5,88,7.7,4,10,27.8
"Washington, DC",9.9,2.7,5.9,0,0,12.2,1010.6,73.6,16,72.9,6.4,4,10,27.8
"Washington, DC",6.6,1,4,0,0,16.9,1017.2,63,16,54.6,4.8,3,10,27.7
"Washington, DC",5.6,-1.3,1.8,0,0,15.9,1027.8,46.9,16,83.8,7.3,5,10,27.7
"Washington, DC",5.6,-2.3,1.3,0,0,11.2,1032.1,59.7,16,103.1,8.9,4,10,27.7
"Washington, DC",7.7,-2.4,2,0,0,5.2,1032.2,62.1,16,106.5,9.2,4,10,27.7
"Washington, DC",13.2,0.5,5.8,26.14,58.33,16.1,1018.8,99.7,11.2,7.9,0.5,0,10,27.7
"Washington, DC",12.2,-10,0.4,3.03,33.33,27.2,998.8,68.2,12.8,72,6.4,5,10,27.7
"Washington, DC",-6.2,-12.8,-9.6,0,0,16,1014.2,33.2,16,102.1,8.9,4,10,27.7
"Washington, DC",0.6,-10.2,-4.8,0,0,10.4,1016.9,9.6,16,106.8,9.2,5,10,27.7
"Washington, DC",0.6,-6.9,-2.6,0,0,6.8,1024.9,54.8,16,83,7,4,10,27.8
